Locus_tag	Replicon	Start	End	Type	Strand
SM2011_a6580	pSymA	1341284	1341351	gene	+
SM2011_a6581	pSymA	1342157	1342218	gene	+
SM2011_a2381	pSymA	1343240	1343806	gene	+
SM2011_a2383	pSymA	1343860	1344828	gene	+
SM2011_a2385	pSymA	1345050	1346639	gene	-
SM2011_a2387	pSymA	1346685	1347406	gene	+
SM2011_a2389	pSymA	1347615	1348031	gene	-
SM2011_a2391	pSymA	1348336	1349649	gene	-
SM2011_a6582	pSymA	1349539	1349606	gene	-
SM2011_a6584	pSymA	1349637	1349689	gene	+
SM2011_a2393	pSymA	1349684	1350698	gene	-
SM2011_a6585	pSymA	1349727	1350317	gene	+
SM2011_a2395	pSymA	1350695	1351977	gene	-
SM2011_b21652	pSymB	1	1275	gene	+
SM2011_b21653	pSymB	1369	2265	gene	+
SM2011_b21654	pSymB	2262	3080	gene	+
SM2011_b21655	pSymB	3086	5353	gene	+
SM2011_b20002	pSymB	5350	6426	gene	+
SM2011_b20003	pSymB	6485	7261	gene	+
SM2011_b20004	pSymB	7268	8177	gene	-
SM2011_b20005	pSymB	8289	8900	gene	+
SM2011_b20006	pSymB	9086	10039	gene	+
SM2011_b20007	pSymB	10154	12271	gene	+
SM2011_b20008	pSymB	12297	13364	gene	+
SM2011_b20009	pSymB	13291	14280	gene	-
SM2011_b20010	pSymB	14375	15442	gene	+
SM2011_b23000	pSymB	14925	14971	gene	-
SM2011_b20011	pSymB	15458	16448	gene	+
SM2011_b20012	pSymB	16480	19023	gene	-
SM2011_b20013	pSymB	19079	20323	gene	-
SM2011_b20014	pSymB	20377	21385	gene	-
SM2011_b20015	pSymB	21392	22348	gene	-
SM2011_b20016	pSymB	22345	23337	gene	-
SM2011_b20017	pSymB	23337	24865	gene	-
SM2011_b23001	pSymB	24603	24656	gene	+
SM2011_b20018	pSymB	25090	26134	gene	-
SM2011_b20019	pSymB	26136	27342	gene	-
SM2011_b20020	pSymB	27345	29444	gene	-
SM2011_b20021	pSymB	29514	30010	gene	+
SM2011_b23003	pSymB	30240	30344	gene	+
SM2011_b20022	pSymB	30658	31224	gene	+
SM2011_b20023	pSymB	31301	34958	gene	-
SM2011_b20024	pSymB	35084	35897	gene	+
SM2011_b20025	pSymB	36075	37189	gene	+
SM2011_b20026	pSymB	37287	37792	gene	+
SM2011_b20027	pSymB	37805	39310	gene	+
SM2011_b20028	pSymB	39374	40336	gene	-
SM2011_b20029	pSymB	40926	41423	gene	+
SM2011_b20030	pSymB	41423	42280	gene	+
SM2011_b20031	pSymB	42306	42554	gene	-
SM2011_b20032	pSymB	42651	43385	gene	-
SM2011_b23004	pSymB	42763	42842	gene	+
SM2011_b20033	pSymB	43775	44529	gene	-
SM2011_b20034	pSymB	44734	45297	gene	+
SM2011_b20035	pSymB	45308	46588	gene	+
SM2011_b20036	pSymB	46606	47665	gene	+
SM2011_b20037	pSymB	47745	48605	gene	+
SM2011_b20038	pSymB	48811	49049	gene	+
SM2011_b20039	pSymB	49059	50578	gene	-
SM2011_b20040	pSymB	50636	51512	gene	+
SM2011_b20041	pSymB	51626	52233	gene	+
SM2011_b20042	pSymB	52256	53438	gene	-
SM2011_b20043	pSymB	53580	54728	gene	+
SM2011_b23007	pSymB	54796	54954	gene	-
SM2011_b20044	pSymB	55025	56400	gene	-
SM2011_b23008	pSymB	56398	56464	gene	-
SM2011_b23009	pSymB	56433	56616	gene	+
SM2011_b23010	pSymB	56494	56550	gene	+
SM2011_b20045	pSymB	56533	57560	gene	-
SM2011_b20046	pSymB	57564	58811	gene	-
SM2011_b23011	pSymB	58558	58645	gene	+
SM2011_b20047	pSymB	59096	59315	gene	+
SM2011_b20048	pSymB	59585	60191	gene	+
SM2011_b20049	pSymB	60279	62317	gene	+
SM2011_b20050	pSymB	62415	62924	gene	-
SM2011_b20054	pSymB	63020	63847	gene	-
SM2011_b20055	pSymB	63821	65148	gene	+
SM2011_b23012	pSymB	66151	66258	gene	+
SM2011_b23013	pSymB	66261	66476	gene	+
SM2011_b20056	pSymB	66644	67711	gene	+
SM2011_b23014	pSymB	67410	67476	gene	-
SM2011_b20057	pSymB	67708	68751	gene	+
SM2011_b20058	pSymB	68748	69548	gene	+
SM2011_b20059	pSymB	69552	70331	gene	+
SM2011_b20060	pSymB	70423	71619	gene	+
SM2011_b20061	pSymB	72259	72414	gene	+
SM2011_b23015	pSymB	72420	72482	gene	-
SM2011_b20062	pSymB	72501	72766	gene	+
SM2011_b20063	pSymB	72756	73083	gene	+
SM2011_b20064	pSymB	72967	73680	gene	-
SM2011_b20065	pSymB	73929	74370	gene	+
SM2011_b20066	pSymB	74444	74722	gene	+
SM2011_b20067	pSymB	74726	75265	gene	-
SM2011_b20068	pSymB	75376	75828	gene	+
SM2011_b20069	pSymB	75980	77867	gene	+
SM2011_b20070	pSymB	77869	79485	gene	-
SM2011_b20071	pSymB	79574	80767	gene	-
SM2011_b20072	pSymB	81134	82203	gene	-
SM2011_b20073	pSymB	82331	83188	gene	-
SM2011_b20074	pSymB	83384	83626	gene	+
SM2011_b23017	pSymB	83445	83493	gene	-
SM2011_b20075	pSymB	83675	83866	gene	+
SM2011_b20076	pSymB	83965	84981	gene	+
SM2011_b20077	pSymB	85031	86745	gene	+
SM2011_b20078	pSymB	86742	87380	gene	+
SM2011_b20079	pSymB	88213	91431	gene	+
SM2011_b23018	pSymB	88305	88353	gene	-
SM2011_b20080	pSymB	91546	92715	gene	+
SM2011_b20081	pSymB	92735	93445	gene	-
SM2011_b20082	pSymB	93442	94286	gene	-
SM2011_b20083	pSymB	94443	94791	gene	+
SM2011_b20084	pSymB	94903	95076	gene	-
SM2011_b20085	pSymB	95128	95315	gene	-
SM2011_b20086	pSymB	95472	95774	gene	+
SM2011_b20087	pSymB	95797	96402	gene	+
SM2011_b20088	pSymB	96557	98533	gene	+
SM2011_b20089	pSymB	98552	98875	gene	-
SM2011_b20090	pSymB	98879	99070	gene	-
SM2011_b20091	pSymB	99186	99692	gene	+
SM2011_b23019	pSymB	99718	99767	gene	-
SM2011_b20092	pSymB	99778	100536	gene	-
SM2011_b20093	pSymB	100574	101515	gene	+
SM2011_b20094	pSymB	101410	103182	gene	-
SM2011_b20095	pSymB	103207	105024	gene	+
SM2011_b20096	pSymB	105076	105493	gene	+
SM2011_b20097	pSymB	105495	106724	gene	+
SM2011_b20098	pSymB	106733	107128	gene	+
SM2011_b20099	pSymB	107125	108759	gene	+
SM2011_b20100	pSymB	108761	109747	gene	+
SM2011_b20101	pSymB	109808	111088	gene	+
SM2011_b20102	pSymB	111144	113059	gene	+
SM2011_b20103	pSymB	113274	115076	gene	+
SM2011_b23020	pSymB	114441	114514	gene	-
SM2011_b20104	pSymB	115079	115910	gene	-
SM2011_b20105	pSymB	116012	116742	gene	-
SM2011_b20106	pSymB	116773	117555	gene	+
SM2011_b23021	pSymB	116785	116844	gene	-
SM2011_b20107	pSymB	117623	118579	gene	+
SM2011_b20108	pSymB	118703	120211	gene	+
SM2011_b20109	pSymB	120284	121207	gene	+
SM2011_b20110	pSymB	121204	122151	gene	+
SM2011_b20111	pSymB	122148	123788	gene	+
SM2011_b20112	pSymB	123785	124672	gene	+
SM2011_b20113	pSymB	124709	125641	gene	-
SM2011_b20114	pSymB	125644	126369	gene	-
SM2011_b20115	pSymB	126396	128117	gene	-
SM2011_b20116	pSymB	128252	130456	gene	-
SM2011_b23022	pSymB	128712	128774	gene	+
SM2011_b20117	pSymB	130586	131761	gene	-
SM2011_b23023	pSymB	131990	132040	gene	-
SM2011_b20118	pSymB	132167	132586	gene	-
SM2011_b20119	pSymB	132609	132965	gene	-
SM2011_b22004	pSymB	132946	133338	gene	-
SM2011_b20121	pSymB	133283	133593	gene	-
SM2011_b20122	pSymB	133740	134075	gene	-
SM2011_b20123	pSymB	134261	135211	gene	-
SM2011_b20124	pSymB	135279	136805	gene	-
SM2011_b20125	pSymB	136815	137747	gene	-
SM2011_b20126	pSymB	137756	138853	gene	-
SM2011_b20127	pSymB	139006	139989	gene	-
SM2011_b20128	pSymB	140042	141363	gene	-
SM2011_b20129	pSymB	141782	142584	gene	+
SM2011_b20130	pSymB	142635	143498	gene	+
SM2011_b20131	pSymB	143495	143980	gene	+
SM2011_b20132	pSymB	143977	146295	gene	+
SM2011_b20133	pSymB	146295	147396	gene	+
SM2011_b20134	pSymB	147547	148938	gene	-
SM2011_b20135	pSymB	149017	149649	gene	-
SM2011_b20136	pSymB	149680	151053	gene	-
SM2011_b23024	pSymB	150979	151032	gene	+
SM2011_b23025	pSymB	151063	151131	gene	+
SM2011_b20137	pSymB	151195	152136	gene	-
SM2011_b23026	pSymB	152152	152215	gene	+
SM2011_b20138	pSymB	152176	153296	gene	-
SM2011_b20139	pSymB	153269	153908	gene	+
SM2011_b20140	pSymB	153928	154809	gene	-
SM2011_b20141	pSymB	154809	156455	gene	-
SM2011_b20142	pSymB	156448	157371	gene	-
SM2011_b20143	pSymB	157386	158300	gene	-
SM2011_b23027	pSymB	157561	157628	gene	+
SM2011_b20144	pSymB	158386	160005	gene	-
SM2011_b20145	pSymB	160192	161393	gene	+
SM2011_b20146	pSymB	161393	162358	gene	+
SM2011_b20147	pSymB	162355	163584	gene	+
SM2011_b20148	pSymB	163553	164387	gene	-
SM2011_b20149	pSymB	164391	165461	gene	-
SM2011_b20150	pSymB	165732	166579	gene	+
SM2011_b20151	pSymB	166645	167262	gene	+
SM2011_b20152	pSymB	167256	168974	gene	+
SM2011_b20153	pSymB	169058	170701	gene	+
SM2011_b20154	pSymB	170752	171766	gene	-
SM2011_b23028	pSymB	172012	172069	gene	+
SM2011_b20155	pSymB	172249	174099	gene	+
SM2011_b20156	pSymB	174099	175232	gene	+
SM2011_b20157	pSymB	175274	176398	gene	+
SM2011_b23029	pSymB	175648	175706	gene	-
SM2011_b20158	pSymB	176418	177551	gene	+
SM2011_b23030	pSymB	176510	176564	gene	-
SM2011_b20159	pSymB	177605	178489	gene	+
SM2011_b20160	pSymB	178546	179168	gene	+
SM2011_b22005	pSymB	179168	179536	gene	+
SM2011_b20161	pSymB	179610	179911	gene	+
SM2011_b20162	pSymB	179914	180766	gene	+
SM2011_b20163	pSymB	180811	181980	gene	+
SM2011_b20164	pSymB	181977	184277	gene	+
SM2011_b20165	pSymB	184280	184998	gene	+
SM2011_b20166	pSymB	184995	185348	gene	+
SM2011_b20167	pSymB	185390	186268	gene	-
SM2011_b20168	pSymB	186369	187466	gene	+
SM2011_b20169	pSymB	187550	188261	gene	-
SM2011_b24001	pSymB	188262	188295	gene	-
SM2011_b20170	pSymB	188359	189533	gene	+
SM2011_b20171	pSymB	189530	190372	gene	+
SM2011_b23031	pSymB	189642	189690	gene	-
SM2011_b20172	pSymB	190386	190898	gene	+
SM2011_b20173	pSymB	190900	192779	gene	+
SM2011_b20174	pSymB	192858	193388	gene	+
SM2011_b20175	pSymB	193345	194211	gene	+
SM2011_b20176	pSymB	194208	194753	gene	+
SM2011_b20177	pSymB	194927	195450	gene	-
SM2011_b20178	pSymB	195536	196762	gene	+
SM2011_b20179	pSymB	196764	197738	gene	+
SM2011_b20180	pSymB	197742	198221	gene	+
SM2011_b20181	pSymB	198276	199247	gene	+
SM2011_b20182	pSymB	199222	200001	gene	+
SM2011_b23033	pSymB	199806	199873	gene	-
SM2011_b20183	pSymB	199998	200621	gene	+
SM2011_b20184	pSymB	200618	201346	gene	+
SM2011_b20185	pSymB	201343	202134	gene	+
SM2011_b24002	pSymB	202195	202221	gene	+
SM2011_b20186	pSymB	202222	202824	gene	+
SM2011_b23034	pSymB	202865	202932	gene	+
SM2011_b23035	pSymB	202869	202972	gene	-
SM2011_b24003	pSymB	202987	203123	gene	+
SM2011_b20194	pSymB	203136	203702	gene	-
SM2011_b20195	pSymB	203706	204392	gene	-
SM2011_b20196	pSymB	204389	205324	gene	-
SM2011_b20197	pSymB	205336	205725	gene	-
SM2011_b20198	pSymB	205767	207227	gene	-
SM2011_b20199	pSymB	207260	208345	gene	-
SM2011_b20200	pSymB	208342	210426	gene	-
SM2011_b20201	pSymB	210437	211306	gene	-
SM2011_b20202	pSymB	211317	212366	gene	-
SM2011_b20203	pSymB	212468	213409	gene	+
SM2011_b20204	pSymB	213497	213898	gene	+
SM2011_b20205	pSymB	213829	214740	gene	+
SM2011_b20206	pSymB	214737	215507	gene	+
SM2011_b20207	pSymB	215504	215800	gene	+
SM2011_b20208	pSymB	215797	216924	gene	+
SM2011_b23036	pSymB	216812	216896	gene	-
SM2011_b20209	pSymB	216993	217232	gene	-
SM2011_b20210	pSymB	217287	218000	gene	-
SM2011_b20211	pSymB	218142	219074	gene	-
SM2011_b20212	pSymB	219254	219942	gene	+
SM2011_b20213	pSymB	219980	221863	gene	+
SM2011_b20214	pSymB	222127	222930	gene	+
SM2011_b20215	pSymB	222993	223973	gene	+
SM2011_b23037	pSymB	223141	223199	gene	-
SM2011_b20216	pSymB	224067	225160	gene	+
SM2011_b20217	pSymB	225378	226101	gene	+
SM2011_b23038	pSymB	226196	226267	gene	+
SM2011_b20218	pSymB	226214	227578	gene	-
SM2011_b20219	pSymB	227578	228334	gene	-
SM2011_b22002	pSymB	228407	228829	gene	-
SM2011_b20221	pSymB	228706	229740	gene	-
SM2011_b20222	pSymB	229750	230172	gene	-
SM2011_b23039	pSymB	230526	230595	gene	-
SM2011_b22001	pSymB	230872	231375	gene	+
SM2011_b20225	pSymB	231657	232346	gene	-
SM2011_b20226	pSymB	232509	232682	gene	+
SM2011_b20227	pSymB	232797	233417	gene	+
SM2011_b20228	pSymB	233410	233829	gene	+
SM2011_b20229	pSymB	233826	234800	gene	+
SM2011_b20230	pSymB	235032	236079	gene	+
SM2011_b20231	pSymB	236097	237495	gene	+
SM2011_b23040	pSymB	236251	236359	gene	-
SM2011_b23041	pSymB	236685	236730	gene	-
SM2011_b20232	pSymB	237510	238454	gene	+
SM2011_b20233	pSymB	238444	239292	gene	+
SM2011_b20234	pSymB	239323	240519	gene	+
SM2011_b23042	pSymB	239727	239816	gene	-
SM2011_b20235	pSymB	240521	241612	gene	+
SM2011_b20236	pSymB	241714	242076	gene	+
SM2011_b23043	pSymB	242233	242385	gene	+
SM2011_b20238	pSymB	242404	243204	gene	-
SM2011_b20239	pSymB	243201	244241	gene	-
SM2011_b23044	pSymB	244172	244227	gene	+
SM2011_b20240	pSymB	244261	245379	gene	-
SM2011_b20241	pSymB	245376	246461	gene	-
SM2011_b20242	pSymB	246458	247588	gene	-
SM2011_b20243	pSymB	247593	248744	gene	-
SM2011_b20244	pSymB	248741	249862	gene	-
SM2011_b20245	pSymB	249859	251000	gene	-
SM2011_b20246	pSymB	251183	252291	gene	+
SM2011_b20247	pSymB	252284	253309	gene	+
SM2011_b20248	pSymB	253339	255087	gene	-
SM2011_b20249	pSymB	255207	256342	gene	+
SM2011_b20250	pSymB	256339	256938	gene	+
SM2011_b20251	pSymB	257010	257972	gene	+
SM2011_b20252	pSymB	257885	259309	gene	-
SM2011_b20253	pSymB	259296	260201	gene	-
SM2011_b20254	pSymB	260410	260685	gene	-
SM2011_b20255	pSymB	260760	261311	gene	-
SM2011_b20256	pSymB	261443	261954	gene	-
SM2011_b20257	pSymB	262075	263133	gene	+
SM2011_b20258	pSymB	263238	263948	gene	+
SM2011_b20259	pSymB	264069	265089	gene	+
SM2011_b20260	pSymB	265079	265518	gene	-
SM2011_b20261	pSymB	265535	266697	gene	-
SM2011_b20262	pSymB	266721	268388	gene	+
SM2011_b20263	pSymB	268479	269370	gene	+
SM2011_b23045	pSymB	269028	269076	gene	-
SM2011_b20264	pSymB	269392	270057	gene	+
SM2011_b20265	pSymB	270070	270723	gene	+
SM2011_b20266	pSymB	270716	271438	gene	+
SM2011_b20267	pSymB	271439	272680	gene	+
SM2011_b20268	pSymB	272695	273696	gene	+
SM2011_b20269	pSymB	273693	275384	gene	+
SM2011_b20270	pSymB	275435	276463	gene	+
SM2011_b20271	pSymB	276524	277059	gene	+
SM2011_b23047	pSymB	277161	277261	gene	-
SM2011_b20272	pSymB	277278	278587	gene	+
SM2011_b20273	pSymB	278429	278866	gene	-
SM2011_b20274	pSymB	279101	279400	gene	-
SM2011_b20275	pSymB	279464	280352	gene	-
SM2011_b20276	pSymB	280416	281306	gene	+
SM2011_b20277	pSymB	281303	282646	gene	+
SM2011_b20278	pSymB	282955	283533	gene	-
SM2011_b20279	pSymB	283535	284038	gene	-
SM2011_b20280	pSymB	284070	285558	gene	-
SM2011_b20281	pSymB	285558	286688	gene	-
SM2011_b20282	pSymB	286692	287483	gene	-
SM2011_b20283	pSymB	287494	288545	gene	-
SM2011_b20284	pSymB	288547	289662	gene	-
SM2011_b20285	pSymB	289742	290739	gene	-
SM2011_b20286	pSymB	290817	292001	gene	+
SM2011_b20287	pSymB	292020	292727	gene	-
SM2011_b20288	pSymB	292724	294124	gene	-
SM2011_b20289	pSymB	294234	295588	gene	-
SM2011_b20290	pSymB	295712	296730	gene	+
SM2011_b20291	pSymB	296679	299236	gene	-
SM2011_b20292	pSymB	299350	300518	gene	-
SM2011_b24004	pSymB	300571	300639	gene	+
SM2011_b20293	pSymB	300686	301063	gene	+
SM2011_b20294	pSymB	301195	301896	gene	+
SM2011_b20295	pSymB	301925	302896	gene	+
SM2011_b20296	pSymB	302952	303470	gene	+
SM2011_b20297	pSymB	303471	304751	gene	+
SM2011_b20298	pSymB	304748	305683	gene	+
SM2011_b20299	pSymB	305697	306596	gene	+
SM2011_b23050	pSymB	306563	306772	gene	-
SM2011_b20300	pSymB	306913	308846	gene	+
SM2011_b20301	pSymB	308843	309965	gene	-
SM2011_b20302	pSymB	310121	310315	gene	-
SM2011_b20303	pSymB	310440	310799	gene	+
SM2011_b20304	pSymB	310763	311359	gene	-
SM2011_b20306	pSymB	311003	311374	gene	+
SM2011_b20305	pSymB	311302	311709	gene	-
SM2011_b20307	pSymB	311802	312449	gene	-
SM2011_b20312	pSymB	312528	314642	gene	-
SM2011_b23051	pSymB	312726	312812	gene	+
SM2011_b24005	pSymB	312819	312919	gene	+
SM2011_b23052	pSymB	313552	313593	gene	+
SM2011_b20313	pSymB	314729	315412	gene	-
SM2011_b20314	pSymB	315381	316551	gene	-
SM2011_b23053	pSymB	315383	315463	gene	+
SM2011_b20315	pSymB	316606	317750	gene	+
SM2011_b20316	pSymB	317830	318831	gene	+
SM2011_b20317	pSymB	318919	320499	gene	+
SM2011_b20318	pSymB	320501	321532	gene	+
SM2011_b20319	pSymB	321583	322823	gene	-
SM2011_b20320	pSymB	322896	323936	gene	-
SM2011_b20321	pSymB	323965	325230	gene	-
SM2011_b23054	pSymB	324766	324854	gene	+
SM2011_b20322	pSymB	325230	325851	gene	-
SM2011_b20323	pSymB	325923	326582	gene	+
SM2011_b20324	pSymB	326604	327620	gene	-
SM2011_b20325	pSymB	328037	329419	gene	+
SM2011_b20326	pSymB	329458	330444	gene	+
SM2011_b20327	pSymB	330444	331274	gene	+
SM2011_b23055	pSymB	330555	330608	gene	-
SM2011_b20328	pSymB	331284	332356	gene	+
SM2011_b20329	pSymB	332478	333290	gene	+
SM2011_b20330	pSymB	333287	334384	gene	+
SM2011_b20331	pSymB	334399	335060	gene	-
SM2011_b23056	pSymB	335069	335148	gene	-
SM2011_b23058	pSymB	336101	336144	gene	-
SM2011_b20333	pSymB	336663	338785	gene	-
SM2011_b23060	pSymB	339079	339228	gene	+
SM2011_b20334	pSymB	339355	340468	gene	+
SM2011_b20335	pSymB	340470	341877	gene	+
SM2011_b23061	pSymB	341629	341696	gene	-
SM2011_b20336	pSymB	341927	342790	gene	+
SM2011_b20337	pSymB	342776	343389	gene	-
SM2011_b20338	pSymB	343485	344708	gene	+
SM2011_b23063	pSymB	343676	344124	gene	-
SM2011_b20339	pSymB	344797	345279	gene	+
SM2011_b20340	pSymB	345349	345528	gene	+
SM2011_b20341	pSymB	345733	345953	gene	+
SM2011_b20342	pSymB	346202	348518	gene	-
SM2011_b20343	pSymB	348520	349142	gene	-
SM2011_b23064	pSymB	348526	348671	gene	+
SM2011_b20344	pSymB	349255	350251	gene	-
SM2011_b23065	pSymB	349577	349622	gene	+
SM2011_b20345	pSymB	350344	353497	gene	-
SM2011_b23066	pSymB	350344	350386	gene	+
SM2011_b20346	pSymB	353526	354744	gene	-
SM2011_b20347	pSymB	354746	355417	gene	-
SM2011_b20348	pSymB	355568	356395	gene	+
SM2011_b23067	pSymB	356315	356410	gene	-
SM2011_b20349	pSymB	356464	357405	gene	+
SM2011_b24006	pSymB	356473	356547	gene	-
SM2011_b23068	pSymB	356796	356849	gene	-
SM2011_b23069	pSymB	357023	357063	gene	-
SM2011_b20350	pSymB	357571	358215	gene	+
SM2011_b20351	pSymB	358212	359762	gene	+
SM2011_b20352	pSymB	359762	360826	gene	+
SM2011_b20353	pSymB	360823	361866	gene	+
SM2011_b20354	pSymB	361863	363782	gene	+
SM2011_b20355	pSymB	363877	364663	gene	+
SM2011_b20356	pSymB	364660	367413	gene	+
SM2011_b23070	pSymB	365621	365667	gene	-
SM2011_b23071	pSymB	366796	366867	gene	-
SM2011_b20357	pSymB	367438	367803	gene	+
SM2011_b23072	pSymB	367747	367790	gene	-
SM2011_b20358	pSymB	367812	369374	gene	+
SM2011_b20359	pSymB	369464	370786	gene	+
SM2011_b20360	pSymB	370773	371558	gene	+
SM2011_b20361	pSymB	371587	372441	gene	-
SM2011_b20362	pSymB	372532	373332	gene	-
SM2011_b20363	pSymB	373363	374424	gene	-
SM2011_b20364	pSymB	374421	376655	gene	-
SM2011_b20365	pSymB	376761	377906	gene	-
SM2011_b20366	pSymB	378011	379035	gene	+
SM2011_b23073	pSymB	378191	378232	gene	-
SM2011_b23075	pSymB	379038	379393	gene	-
SM2011_b23074	pSymB	379138	379278	gene	+
SM2011_b20367	pSymB	379531	380283	gene	-
SM2011_b20368	pSymB	380330	381380	gene	+
SM2011_b20369	pSymB	381377	382627	gene	+
SM2011_b20370	pSymB	382624	383304	gene	+
SM2011_b20371	pSymB	383349	383795	gene	-
SM2011_b20372	pSymB	383819	385096	gene	-
SM2011_b20373	pSymB	385108	385581	gene	-
SM2011_b20374	pSymB	385655	386647	gene	-
SM2011_b20375	pSymB	386668	387457	gene	-
SM2011_b20376	pSymB	387642	388022	gene	-
SM2011_b20377	pSymB	388066	388449	gene	-
SM2011_b20378	pSymB	388483	389946	gene	-
SM2011_b20379	pSymB	389956	391341	gene	-
SM2011_b23076	pSymB	391106	391164	gene	+
SM2011_b20380	pSymB	391372	392421	gene	-
SM2011_b20381	pSymB	392437	393267	gene	-
SM2011_b20382	pSymB	393264	394118	gene	-
SM2011_b20383	pSymB	394241	395402	gene	-
SM2011_b20384	pSymB	395420	396391	gene	-
SM2011_b20385	pSymB	396405	397133	gene	-
SM2011_b20386	pSymB	397130	398866	gene	-
SM2011_b20387	pSymB	398868	399636	gene	-
SM2011_b23077	pSymB	399848	399959	gene	+
SM2011_b20388	pSymB	399981	400961	gene	-
SM2011_b20389	pSymB	400976	402313	gene	-
SM2011_b23078	pSymB	401885	401989	gene	+
SM2011_b20390	pSymB	402437	403669	gene	+
SM2011_b20391	pSymB	403651	405645	gene	+
SM2011_b23079	pSymB	404193	404265	gene	-
SM2011_b20392	pSymB	405681	406469	gene	-
SM2011_b23080	pSymB	405857	405938	gene	+
SM2011_b20393	pSymB	406533	407789	gene	+
SM2011_b20394	pSymB	407813	409141	gene	+
SM2011_b20395	pSymB	409181	411472	gene	-
SM2011_b20396	pSymB	411474	412457	gene	-
SM2011_b20397	pSymB	412454	413020	gene	-
SM2011_b20398	pSymB	413187	413681	gene	+
SM2011_b20399	pSymB	413765	414355	gene	+
SM2011_b20400	pSymB	414365	414628	gene	-
SM2011_b20401	pSymB	414655	414828	gene	-
SM2011_b20402	pSymB	414955	416360	gene	+
SM2011_b20403	pSymB	416357	416860	gene	+
SM2011_b20404	pSymB	416860	419100	gene	+
SM2011_b20405	pSymB	419113	420052	gene	-
SM2011_b20406	pSymB	420020	422134	gene	+
SM2011_b20407	pSymB	422143	424344	gene	+
SM2011_b23083	pSymB	422930	423040	gene	-
SM2011_b20408	pSymB	424348	424845	gene	+
SM2011_b20409	pSymB	424842	425672	gene	+
SM2011_b23084	pSymB	425643	425705	gene	-
SM2011_b20410	pSymB	425741	426679	gene	+
SM2011_b20411	pSymB	426695	426946	gene	-
SM2011_b20412	pSymB	426974	427138	gene	-
SM2011_b20413	pSymB	427135	427387	gene	-
SM2011_b20414	pSymB	427543	428016	gene	-
SM2011_b20415	pSymB	428016	429305	gene	-
SM2011_b20416	pSymB	429432	431019	gene	+
SM2011_b20417	pSymB	431084	431965	gene	+
SM2011_b20418	pSymB	431962	432822	gene	+
SM2011_b20419	pSymB	432822	433871	gene	+
SM2011_b23087	pSymB	433008	433123	gene	-
SM2011_b20420	pSymB	433931	434634	gene	+
SM2011_b20421	pSymB	434772	435848	gene	+
SM2011_b20422	pSymB	436050	437129	gene	-
SM2011_b23088	pSymB	436713	436815	gene	+
SM2011_b20423	pSymB	437135	438567	gene	-
SM2011_b20424	pSymB	438631	440147	gene	-
SM2011_b23089	pSymB	438649	438719	gene	+
SM2011_b20425	pSymB	440291	440826	gene	-
SM2011_b20426	pSymB	440887	442275	gene	+
SM2011_b20427	pSymB	442369	443231	gene	+
SM2011_b20428	pSymB	443290	444141	gene	+
SM2011_b20429	pSymB	444244	444903	gene	+
SM2011_b20430	pSymB	444906	445568	gene	+
SM2011_b20431	pSymB	445568	446353	gene	+
SM2011_b20432	pSymB	446350	447354	gene	+
SM2011_b20433	pSymB	447351	448340	gene	+
SM2011_b20434	pSymB	448385	449566	gene	+
SM2011_b20435	pSymB	449571	450647	gene	+
SM2011_b20436	pSymB	450979	452253	gene	+
SM2011_b20441	pSymB	452454	453250	gene	+
SM2011_b20442	pSymB	453264	454305	gene	+
SM2011_b20443	pSymB	454330	454902	gene	+
SM2011_b20444	pSymB	454908	456314	gene	+
SM2011_b20445	pSymB	456314	457372	gene	+
SM2011_b20446	pSymB	457382	458590	gene	+
SM2011_b20447	pSymB	458601	460560	gene	+
SM2011_b23091	pSymB	458601	458647	gene	+
SM2011_b23092	pSymB	460123	460185	gene	-
SM2011_b20448	pSymB	460636	461154	gene	+
SM2011_b20449	pSymB	461151	462329	gene	+
SM2011_b20450	pSymB	462326	464686	gene	+
SM2011_b20451	pSymB	464691	465254	gene	+
SM2011_b20452	pSymB	465269	466102	gene	+
SM2011_b20453	pSymB	465643	466634	gene	-
SM2011_b23094	pSymB	466154	466212	gene	+
SM2011_b20454	pSymB	466800	467336	gene	+
SM2011_b20455	pSymB	467318	467995	gene	-
SM2011_b20456	pSymB	468033	468894	gene	+
SM2011_b20457	pSymB	468804	470197	gene	-
SM2011_b20458	pSymB	470320	471459	gene	+
SM2011_b23095	pSymB	471026	471079	gene	-
SM2011_b20459	pSymB	471459	472445	gene	+
SM2011_b20460	pSymB	472442	474307	gene	+
SM2011_b20461	pSymB	474312	474926	gene	+
SM2011_b20462	pSymB	474923	475900	gene	+
SM2011_b20463	pSymB	475897	476506	gene	+
SM2011_b20464	pSymB	476411	476927	gene	-
SM2011_b20465	pSymB	477066	478182	gene	-
SM2011_b20466	pSymB	478309	479468	gene	+
SM2011_b20467	pSymB	479607	481540	gene	+
SM2011_b23096	pSymB	480255	480333	gene	-
SM2011_b23097	pSymB	480879	481008	gene	-
SM2011_b23098	pSymB	481208	481258	gene	-
SM2011_b20468	pSymB	481537	482181	gene	+
SM2011_b20469	pSymB	482211	483641	gene	-
SM2011_b20470	pSymB	483687	484387	gene	+
SM2011_b20471	pSymB	484418	484567	gene	+
SM2011_b20472	pSymB	484581	486413	gene	+
SM2011_b20473	pSymB	486728	487340	gene	-
SM2011_b20474	pSymB	487583	488003	gene	-
